user_id,post_type,post_length,likes,comments,shares,engagement_rate,user_followers,post_category,post_hour,is_weekend,user_verified,spam_flag
441,image,221,400,29,6,1.609954011,5859,technology,1,1,0,0
442,video,169,232,12,45,2.568266383,6585,food,12,1,1,0
443,image,222,157,95,45,3.32826755,5167,fashion,12,1,0,1
444,text,155,436,92,35,3.00763325,761,food,1,0,0,0
445,image,96,268,93,15,3.841861954,8073,sports,18,1,1,1
446,text,172,20,81,23,1.758951189,6486,technology,21,0,0,0
447,image,190,402,12,0,3.042286734,7987,sports,23,1,0,0
448,video,168,52,42,48,0.896640095,514,technology,15,1,1,0
449,video,199,274,84,24,2.361494856,6950,technology,11,1,1,0
450,text,167,312,93,9,3.875723748,8634,food,0,0,0,1
451,text,70,280,20,15,3.62030384,2829,fashion,8,1,1,0
452,text,263,213,54,15,4.957892317,3997,fashion,16,0,1,1
453,image,,30,80,7,,2269,sports,9,1,1,1
454,image,186,336,39,28,2.741851846,1978,food,17,1,0,0
455,text,75,182,82,38,1.982886862,6554,fashion,18,1,1,1
456,video,58,22,14,27,2.482714013,4670,technology,6,1,1,0
457,image,64,31,72,5,4.356275584,1615,technology,18,0,0,1
458,image,59,445,51,15,3.578940838,674,food,23,1,0,1
459,image,,73,73,19,,2967,sports,14,0,0,0
460,text,171,9,94,15,1.415799987,3644,food,8,1,0,0
461,text,170,483,52,6,4.43012503,4577,sports,9,1,0,1
462,text,,455,86,40,,171,food,22,1,1,0
463,text,219,53,51,13,4.498696762,3080,technology,19,0,0,0
464,text,121,51,29,42,1.980832008,9409,food,19,1,1,1
465,video,201,147,32,25,1.91564435,5592,fashion,3,0,0,1
466,video,257,159,56,25,2.804398595,9651,fashion,5,0,1,0
467,text,,369,51,13,,4859,food,3,1,1,1
468,image,203,13,8,6,0.715016141,9807,sports,4,0,0,0
469,text,140,177,53,32,2.085039388,8184,sports,8,1,0,0
470,video,86,411,0,25,4.354573949,139,technology,11,0,0,1
471,video,117,365,43,44,2.282245148,9674,technology,22,0,0,0
472,image,99,499,98,19,1.396206039,5473,sports,7,0,0,1
473,video,201,52,74,2,2.411573816,7665,food,20,0,0,0
474,text,68,407,97,3,2.234986257,2000,technology,4,1,1,0
475,image,149,334,79,25,4.619372907,2317,sports,10,0,1,0
476,text,109,21,8,10,3.928704691,4896,sports,22,1,1,1
477,text,216,29,31,1,2.773020001,4706,food,10,0,1,1
478,image,251,190,14,13,4.94766755,1383,fashion,12,1,1,0
479,text,138,259,11,43,2.593748891,8875,sports,13,1,0,1
480,video,195,204,96,29,0.762070239,8750,technology,7,0,0,1
481,text,196,58,77,48,1.680234448,915,food,17,0,1,0
482,image,213,470,56,11,2.462317161,2611,food,18,1,1,1
483,image,251,263,7,25,1.206061809,346,food,11,0,0,1
484,image,,465,71,43,,4925,fashion,11,0,0,1
485,text,232,11,26,32,3.95082004,6616,fashion,17,0,0,0
486,image,291,118,61,12,1.707292402,516,technology,9,0,0,0
487,image,118,414,11,13,3.158620401,6802,technology,6,0,1,1
488,text,224,461,64,23,3.746521207,3817,food,17,0,1,0
489,video,98,289,41,33,4.73575518,207,technology,11,0,0,1
490,text,,337,61,43,,9130,sports,13,0,0,0
491,image,157,247,10,25,2.818365018,4613,fashion,14,0,1,1
492,image,275,353,42,20,3.985936789,1521,food,15,1,1,0
493,text,210,126,94,27,3.029651392,7383,food,1,0,1,1
494,video,168,74,16,47,2.987167505,355,sports,17,0,0,0
495,image,198,360,96,35,1.016338813,7348,sports,11,0,1,1
496,image,258,203,31,39,1.067619461,9129,sports,15,0,0,0
497,image,199,48,92,1,2.882901268,3062,sports,12,0,0,0
498,text,225,78,84,41,1.709876952,2382,food,19,1,0,0
499,image,86,440,84,8,0.594666061,8844,fashion,16,1,1,1
500,video,192,478,39,22,3.752776418,8472,fashion,17,0,1,1
501,image,212,240,22,14,0.646189685,1577,sports,2,1,0,1
502,image,269,348,55,12,3.178745785,8862,technology,22,0,1,0
503,video,248,153,5,22,2.926372074,5052,food,9,0,0,1
504,image,209,273,85,16,4.859666108,5980,fashion,0,1,1,0
505,text,60,95,49,47,2.678959127,5692,sports,5,1,0,0
506,text,187,213,36,1,0.786206464,7191,technology,2,1,0,0
507,text,250,293,63,19,2.982595855,691,technology,18,1,1,1
508,video,127,208,53,19,4.284932768,6377,sports,3,1,1,0
509,image,126,342,71,45,4.985821779,2360,food,19,0,0,1
510,text,234,87,48,2,2.436544282,447,fashion,22,0,1,1
511,video,202,305,98,11,1.941344341,8457,technology,2,0,0,0
512,image,51,263,10,39,4.579939836,5132,fashion,7,1,0,1
513,video,113,424,87,1,1.360589581,4543,fashion,7,0,0,0
514,text,84,389,48,35,3.269430118,8874,technology,6,1,0,0
515,text,56,324,20,13,2.325714909,6969,sports,1,0,0,1
516,text,134,427,65,15,0.684870642,5796,technology,20,1,0,0
517,video,195,376,62,18,2.062798134,3138,technology,5,1,0,0
518,video,,319,82,33,,2945,food,15,0,0,0
519,text,91,156,27,43,3.587410193,7964,fashion,9,0,1,1
520,video,167,155,16,45,4.76955724,6709,sports,3,0,1,1
521,text,174,138,5,5,1.706212343,1365,fashion,12,0,0,1
522,text,216,120,18,12,4.151596726,2374,technology,9,1,0,0
523,image,218,64,55,35,0.749119176,2570,sports,20,0,0,0
524,video,290,106,27,21,2.921544545,2677,sports,13,1,1,1
525,text,252,146,65,17,0.817475287,3760,sports,8,0,0,1
526,text,280,136,37,11,4.70314846,1168,sports,10,0,0,1
527,video,73,410,36,29,3.948580763,5691,food,22,0,0,1
528,image,237,161,67,39,3.4607746,6074,sports,17,0,1,1
529,image,95,427,85,6,4.207533717,4929,technology,10,0,1,0
530,text,68,451,89,31,3.41383908,2050,food,16,1,1,1
531,video,117,99,48,47,4.860249787,8383,technology,1,0,0,0
532,image,267,337,42,18,3.712810765,3193,technology,2,1,0,0
533,video,151,398,35,5,4.660963743,5411,fashion,10,0,1,0
534,video,91,306,57,19,2.827093514,1487,sports,17,1,0,0
535,text,81,140,12,26,1.026789858,4374,sports,2,0,1,1
536,image,216,82,51,42,2.876799746,2385,technology,14,0,1,0
537,text,158,176,57,36,1.070927726,3306,sports,10,0,0,1
538,image,287,197,31,47,3.166220656,3024,food,10,1,0,0
539,image,85,111,80,6,2.671218772,7145,fashion,19,1,0,1
540,image,281,55,99,4,3.30158929,8571,sports,10,0,0,1
541,image,278,459,59,10,0.545211415,1718,sports,18,0,1,0
542,image,146,178,82,14,1.376782212,8662,food,0,0,1,1
543,video,213,420,57,2,2.710986944,5996,fashion,4,1,1,0
544,text,,400,98,4,,7943,food,9,0,1,1
545,video,122,185,55,22,2.226240682,9995,technology,9,1,1,0
546,image,185,470,27,36,2.409674117,7163,technology,13,0,1,0
547,text,146,217,0,8,3.716132401,8595,sports,1,1,0,1
548,image,172,412,41,14,3.217067408,1448,fashion,3,1,1,1
549,text,119,416,81,2,1.845167675,5656,technology,1,1,0,0
550,video,,315,47,28,,5389,food,17,0,0,0
551,text,280,474,39,5,1.479649095,2522,technology,12,1,1,1
552,text,245,216,96,16,4.847096566,3728,technology,18,0,1,0
553,text,62,119,62,25,1.087854717,2528,food,4,1,0,0
554,text,98,438,75,20,2.173265531,3133,sports,19,0,0,0
555,text,109,393,71,7,0.616275375,6257,fashion,1,1,1,1
556,image,179,174,87,20,1.498007714,8960,sports,10,1,1,0
557,text,237,22,79,10,4.012120123,8791,food,17,0,0,0
558,text,54,212,3,37,1.405288545,7913,technology,5,0,1,1
559,video,221,404,37,7,0.860285311,1514,fashion,22,1,1,0
560,text,76,234,26,41,2.635039309,6808,sports,9,1,1,0
561,video,209,12,8,23,0.544861556,8821,food,21,0,1,0
562,image,198,100,15,34,0.881447695,6735,technology,22,1,1,0
563,text,57,416,55,13,4.134316413,3721,technology,16,1,0,1
564,video,,23,75,13,,5415,sports,21,0,1,0
565,video,249,363,30,9,4.618124692,854,food,10,0,1,0
566,image,99,10,87,11,4.345319462,2447,technology,18,0,0,0
567,text,116,272,13,37,3.574290035,826,technology,16,1,0,0
568,text,295,451,24,43,0.735497858,5023,fashion,23,1,1,0
569,video,93,430,33,45,4.022818781,2749,technology,3,1,1,1
570,text,174,280,66,33,4.304798649,2915,sports,23,0,0,1
571,video,107,93,23,40,4.095869656,9166,food,13,1,1,0
572,text,52,200,72,9,2.788155659,3379,food,19,0,1,0
573,video,135,20,25,16,1.548058274,3084,fashion,3,0,1,1
574,text,119,339,19,16,4.303984891,3907,food,13,1,0,1
575,image,179,466,63,2,3.772232644,7976,sports,3,0,1,1
576,text,264,210,9,30,4.913425285,6199,technology,5,1,1,0
577,text,221,139,82,0,1.20061669,707,fashion,8,0,0,0
578,image,51,292,66,11,1.515490624,6269,food,20,0,1,0
579,text,151,297,23,38,1.453091674,7890,fashion,11,0,1,0
580,image,258,400,4,3,4.066428954,5673,fashion,7,1,1,0
581,text,84,100,66,41,1.341082834,734,food,23,0,1,0
582,video,147,303,57,12,0.799969234,1174,fashion,3,1,0,1
583,video,264,358,26,33,4.99352363,2014,food,4,0,0,1
584,text,79,27,79,41,0.611677452,688,sports,5,0,1,0
585,text,165,40,14,20,4.258598271,3331,food,4,0,1,0
586,text,57,354,34,21,2.144150787,6451,technology,18,1,1,0
587,video,199,302,75,3,4.287269569,3938,food,7,1,1,1
588,text,93,495,52,17,2.99579221,2073,technology,8,1,0,1
589,video,235,145,43,4,4.557340533,5144,fashion,14,1,0,1
590,image,85,255,25,18,4.667868439,6203,food,3,1,0,1
591,video,246,461,46,1,0.540941816,6783,technology,8,0,1,0
592,video,126,226,33,11,0.839354792,5937,food,6,0,1,1
593,image,270,235,86,16,1.626614283,9543,food,7,1,1,1
594,video,80,360,94,9,3.511919374,6883,food,14,1,0,0
595,text,96,379,49,33,4.497224884,5694,sports,18,1,0,0
596,text,298,454,83,5,2.569738781,3922,technology,14,1,0,0
597,video,104,488,11,7,3.231379023,3489,sports,4,0,0,1
598,text,,12,86,10,,6014,sports,18,1,0,0
599,video,155,209,3,11,4.122350752,1880,technology,6,1,1,1
600,text,239,228,86,8,4.852976501,3788,food,5,1,1,1
601,text,207,396,47,1,1.708695198,7311,sports,18,1,1,1
602,video,170,99,54,7,2.726716782,5137,sports,16,0,0,1
603,text,104,30,0,10,0.887522497,6419,sports,9,0,1,0
604,video,193,385,88,35,3.016114954,9969,food,18,1,1,0
605,text,61,15,65,9,2.762525488,8740,sports,10,0,0,1
606,text,194,136,29,20,1.149964179,181,fashion,14,0,0,0
607,image,193,328,2,19,2.489297959,6378,technology,9,1,0,1
608,image,189,165,20,47,2.003470934,7099,fashion,10,1,1,1
609,video,185,458,88,7,2.848238939,1506,food,22,0,0,0
610,image,261,309,83,35,3.135444509,7510,sports,2,0,1,0
611,video,,439,48,28,,1580,technology,2,0,1,1
612,image,193,469,85,41,3.924526923,9371,sports,17,0,0,0
613,text,79,480,84,11,3.708564313,3698,food,10,0,1,1
614,video,286,99,61,13,2.148288738,8093,technology,19,1,0,0
615,video,72,108,96,47,0.73821171,4283,fashion,21,0,0,1
616,text,141,342,37,49,3.897196429,3780,technology,17,0,1,1
617,video,164,172,14,20,4.798288222,7744,sports,14,0,1,0
618,video,153,236,51,21,1.580682182,4410,technology,6,0,1,0
619,image,167,161,78,20,1.955860762,1858,food,9,0,0,1
620,video,54,392,45,43,1.327158003,2699,food,20,0,1,0
621,text,261,215,24,49,3.096212555,5716,technology,22,0,0,0
622,image,153,263,20,29,1.196786276,5913,food,19,0,0,1
623,image,297,262,87,38,2.102872746,3953,food,9,1,1,1
624,text,157,291,4,19,3.636558563,2392,food,12,1,1,0
625,text,114,273,69,23,3.020521924,1601,fashion,14,0,1,0
626,image,170,2,46,22,2.239081539,8522,sports,22,1,1,1
627,video,79,27,86,6,2.391123208,7650,food,17,1,0,1
628,image,198,325,67,8,3.029498972,4350,technology,22,1,1,1
629,text,133,491,90,0,0.526391275,9490,food,3,1,0,1
630,image,247,427,17,25,0.853294408,7091,fashion,19,1,1,1
631,text,199,148,20,37,4.465661305,214,technology,16,1,1,1
632,image,259,27,91,37,0.850455451,9705,sports,2,0,1,1
633,video,249,487,98,43,3.680616183,4506,technology,20,0,0,1
634,image,280,309,85,21,4.640171738,9284,technology,20,1,1,0
635,image,81,437,22,43,1.718076219,2447,technology,1,0,0,0
636,text,210,64,63,9,2.167211467,1141,technology,3,1,1,0
637,text,294,355,66,5,3.060146326,7027,food,0,0,1,1
638,text,65,20,39,16,4.467690363,111,sports,14,0,0,0
639,image,253,251,9,49,4.738575143,8080,food,0,0,0,1
640,video,87,234,88,37,3.828034617,7971,fashion,5,1,1,0
641,text,,226,51,23,,6475,fashion,6,0,1,1
642,text,275,12,71,9,3.5111937,7198,technology,18,0,0,1
643,image,191,312,74,7,2.346366748,3776,food,11,1,1,0
644,text,85,48,60,20,2.618154498,6209,food,0,1,0,1
645,video,274,117,63,5,0.721167757,5497,sports,6,0,1,0
646,video,200,53,4,20,1.359779627,3165,sports,18,1,0,0
647,text,163,137,52,38,4.057311234,2136,sports,12,0,0,0
648,text,286,52,54,23,2.542814749,3146,food,11,0,0,0
649,image,115,43,36,32,1.857480087,640,sports,11,1,0,0
650,video,154,302,55,17,2.228085833,176,sports,21,1,0,0
651,video,134,52,58,27,4.34479781,3167,sports,12,0,1,0
652,text,51,73,92,31,3.870495578,123,technology,13,1,1,0
653,image,,45,68,11,,5234,fashion,21,0,1,0
654,video,298,12,72,47,1.028758281,775,fashion,11,1,1,1
655,video,250,164,58,41,1.633991997,6768,food,19,1,1,1
656,image,242,101,1,26,4.64340403,4367,food,11,1,1,0
657,image,124,279,64,9,3.11714977,6088,technology,5,1,1,1
658,video,116,257,59,45,2.900660939,7752,fashion,9,1,1,1
659,video,229,469,50,41,3.183771199,8780,sports,19,0,1,0
660,image,239,336,29,31,2.147127196,1585,sports,23,0,0,0
661,video,,355,10,41,,3759,food,8,0,0,1
662,text,203,397,91,25,2.854788122,2519,fashion,1,1,1,0
663,text,245,137,75,24,1.025365562,7840,food,6,0,0,0
664,image,259,162,38,10,1.080793062,7243,food,8,0,1,0
665,image,104,408,89,22,2.915866159,3595,sports,11,1,0,1
666,image,55,386,76,33,4.714565981,856,sports,4,1,0,0
667,text,212,110,71,39,1.887584548,8548,fashion,0,1,0,1
668,video,199,101,62,22,4.41293526,1879,food,21,0,1,0
669,text,220,16,63,28,3.93843014,6587,technology,14,0,1,0
670,video,192,267,60,30,1.615155993,9764,fashion,7,1,1,1
671,text,135,181,53,6,0.663533367,358,food,0,0,1,0
672,video,109,371,91,39,0.958312693,4175,fashion,17,0,0,1
673,text,150,23,93,32,3.778222702,8598,fashion,12,1,1,1
674,image,293,28,72,20,1.398513821,8114,fashion,0,0,0,0
675,text,283,170,94,1,2.170719142,1218,technology,4,1,1,0
676,video,,408,57,17,,7731,technology,17,0,0,1
677,text,288,227,84,46,3.764606758,3117,sports,15,1,0,1
678,text,98,377,55,32,1.009540505,4441,sports,9,0,0,0
679,text,91,187,33,36,2.328648824,1758,food,3,0,0,0
680,image,215,345,30,33,2.682828091,8478,fashion,0,1,1,0
681,text,131,229,51,19,2.933721788,1897,food,22,1,1,0
682,image,222,320,88,34,4.182622886,9216,sports,7,1,0,0
683,image,84,339,75,49,1.272551878,884,technology,4,1,1,1
684,text,207,118,0,17,4.135241533,5791,sports,1,0,1,1
685,text,265,155,54,45,3.617952925,3296,food,23,1,0,1
686,text,283,271,21,23,3.001418664,9652,sports,16,1,1,1
687,video,207,174,39,7,3.647875417,8632,food,6,1,1,0
688,text,255,464,0,29,2.354079825,662,food,16,1,1,1
689,image,183,103,64,43,1.122789137,4846,food,5,1,0,0
690,text,116,91,62,9,3.495943581,3099,food,21,0,1,0
691,video,129,185,53,22,2.86102538,1293,sports,14,1,0,0
692,text,56,459,41,48,3.377186602,168,food,4,1,0,0
693,video,229,282,20,10,2.020994515,5779,food,14,1,0,0
694,video,63,180,78,1,4.580899598,2528,fashion,17,0,1,1
695,text,122,169,80,25,3.143164409,6300,food,17,0,1,0
696,image,192,186,21,35,0.884311179,5496,sports,20,0,1,0
697,video,198,174,37,32,2.524117958,7093,food,20,1,0,0
698,text,212,221,98,46,3.903602246,3698,technology,22,1,1,1
699,text,,232,79,12,,9135,technology,5,0,0,0
700,image,140,161,7,39,2.725686737,673,food,1,0,1,0
701,video,,420,61,24,,4314,technology,16,1,0,0
702,video,212,133,46,3,1.704507967,7736,technology,20,1,1,1
703,text,259,390,16,41,2.347694138,1578,sports,3,1,1,0
704,text,255,479,16,18,4.543686098,9805,fashion,11,0,1,1
705,image,69,223,89,17,4.533155224,6227,technology,18,1,0,1
706,image,259,152,12,36,3.58570746,9260,technology,1,1,0,0
707,video,59,32,16,29,4.365412462,6776,fashion,1,0,1,1
708,video,74,54,37,18,0.899479701,2296,fashion,13,0,0,1
709,text,243,441,80,22,4.392477393,9803,technology,14,0,0,0
710,video,74,6,77,15,1.942789579,8266,food,19,1,0,0
711,image,103,243,44,0,1.302491806,8946,technology,1,0,1,0
712,image,82,312,5,11,1.577164264,6150,food,3,0,1,0
713,text,213,125,34,23,2.380858286,4750,food,18,1,1,1
714,image,144,11,13,33,1.630364021,8584,food,8,1,0,1
715,image,63,15,71,7,1.942554137,4626,fashion,6,0,1,0
716,image,114,207,60,17,1.107403187,4512,technology,12,1,0,0
717,image,159,42,14,47,1.832795445,5543,technology,11,0,0,0
718,text,129,372,53,4,3.075277165,9880,sports,2,1,1,1
719,text,103,483,26,25,2.488341686,8887,fashion,12,1,1,0
720,video,287,460,12,29,2.060234426,2693,sports,14,0,1,1
721,image,174,134,30,12,3.85903458,9207,sports,13,0,0,1
722,video,229,227,34,18,4.520794871,6952,food,23,0,0,1
723,text,180,110,59,28,3.905551503,6729,fashion,8,1,1,1
724,text,276,306,5,2,1.99400316,3969,sports,12,0,0,0
725,text,218,456,68,25,3.849989755,8071,technology,22,1,1,0
726,text,183,159,85,39,1.183910821,9267,sports,21,1,1,0
727,text,74,330,57,11,1.086430946,9367,fashion,3,0,1,1
728,text,190,263,48,1,2.055321667,7922,technology,20,1,1,1
729,text,166,224,22,10,4.134660661,3089,technology,7,1,1,0
730,image,275,470,88,43,1.608567113,7162,technology,2,0,1,1
731,video,185,216,33,27,0.78464034,5440,food,1,1,0,1
732,text,198,455,25,17,1.092692908,9743,technology,18,1,0,1
733,image,275,44,46,12,4.364352358,3923,food,22,0,1,0
734,image,245,213,4,36,3.352024781,4032,food,7,0,1,0
735,video,74,58,89,21,1.639405235,8654,sports,16,1,0,0
736,text,128,131,19,11,2.998831214,2529,sports,12,1,0,1
737,video,117,103,5,1,2.874108301,7544,technology,6,1,1,0
738,text,,194,69,36,,7247,fashion,8,1,1,0
739,image,237,412,58,6,1.549343995,7731,technology,11,0,0,0
740,image,61,488,63,25,4.389813442,3698,sports,13,1,1,1
741,image,81,156,17,25,1.892158529,4429,technology,13,1,0,1
742,image,177,97,3,23,3.623592443,6818,sports,14,1,1,1
743,video,145,225,16,11,0.572560909,8318,technology,2,1,0,1
744,text,141,411,13,15,2.176957085,192,fashion,14,0,1,1
745,text,190,204,77,22,2.082694181,8600,technology,18,1,1,0
746,video,80,78,12,39,2.945679929,151,fashion,23,0,1,0
747,text,127,123,6,8,0.827313178,418,fashion,19,0,0,1
748,image,69,470,43,31,4.055591182,5788,technology,13,0,1,1
749,text,195,427,14,14,1.480013608,7118,fashion,7,0,0,0
750,image,270,217,18,36,3.546670167,7310,fashion,4,0,0,1
751,video,109,3,62,12,4.114454555,4056,sports,18,1,0,1
752,text,240,89,34,4,3.028446303,6157,sports,3,0,0,1
753,video,183,103,80,10,3.83397443,6975,fashion,13,0,1,1
754,text,209,392,34,9,3.478371405,4531,food,15,0,1,1
755,image,142,118,18,12,2.099884087,1625,technology,19,1,1,0
756,video,92,132,19,40,4.139863426,7143,fashion,23,0,0,0
757,text,179,311,99,45,1.826156164,1378,technology,5,1,1,1
758,image,109,95,34,49,3.07045813,8805,sports,22,0,0,1
759,video,200,467,31,14,3.854289826,6225,technology,5,0,0,0
760,video,260,433,47,41,2.205301594,7974,fashion,2,1,0,1
761,text,80,330,43,6,1.862454234,7000,fashion,14,1,1,0
762,text,292,142,23,39,2.567057046,2600,fashion,2,1,0,1
763,text,,287,60,27,,3564,fashion,10,0,1,0
764,image,260,27,16,31,4.684647934,2359,food,2,1,1,0
765,text,211,277,70,34,2.952875358,7596,food,9,1,1,1
766,video,59,232,49,14,3.476597924,2759,food,17,1,0,1
767,video,138,16,64,47,4.5647313,355,fashion,0,1,1,0
768,text,179,58,98,35,0.943460831,1602,food,15,1,0,1
769,text,175,89,31,20,1.5443536,4756,technology,15,0,0,0
770,video,60,491,35,5,3.690050028,5530,fashion,9,1,0,1
771,image,227,198,12,0,4.206850079,8698,sports,0,0,0,1
772,text,208,361,69,3,4.356630627,3276,fashion,3,1,1,1
773,text,105,440,57,10,2.367982296,1960,technology,2,1,1,0
774,video,256,25,13,43,0.90202956,6258,food,4,0,1,0
775,text,250,24,36,25,2.470016648,5906,fashion,11,0,1,1
776,image,264,393,78,36,1.538305656,4454,food,11,0,0,0
777,video,132,300,67,22,1.810384047,822,fashion,12,0,0,1
778,text,186,338,39,28,3.975204006,7679,technology,23,1,0,0
779,video,148,266,58,20,0.839871887,9574,fashion,11,0,0,1
780,text,198,460,79,47,4.224115479,713,food,15,1,1,0
781,text,122,180,91,44,2.424510886,3431,food,12,1,1,0
782,text,205,455,15,44,3.18228769,5890,technology,4,1,0,0
783,image,239,359,61,48,0.903435041,3216,fashion,23,0,0,0
784,image,287,67,3,26,2.018115853,9104,sports,3,0,0,0
785,video,164,494,44,38,0.903654136,430,fashion,20,0,0,0
786,text,56,350,89,39,4.826946753,2312,technology,14,1,1,1
787,text,129,411,27,12,4.132677422,9508,sports,11,0,0,1
788,image,193,458,95,22,2.568347395,5593,technology,18,0,1,0
789,text,146,490,65,15,1.506211467,7332,fashion,20,1,1,1
790,image,53,320,30,29,4.700547974,5714,sports,18,0,0,0
791,text,53,48,2,3,2.050684681,6013,technology,20,1,0,1
792,video,152,174,7,39,1.224429943,6013,food,10,0,1,1
793,text,89,51,23,15,3.034239748,5711,sports,20,0,1,1
794,text,66,101,14,30,4.746983542,9532,sports,5,0,0,1
795,image,150,215,42,41,0.517236307,419,technology,8,0,1,0
796,text,152,437,30,24,1.571561795,8185,food,0,0,0,1
797,text,173,187,72,43,4.723014382,4300,sports,11,1,0,1
798,image,101,56,44,11,1.269886851,4891,technology,13,0,1,1
799,video,,46,65,25,,429,sports,5,0,1,0
800,video,101,158,7,36,3.065842471,8951,sports,0,0,0,1
801,image,213,488,70,47,4.378297205,6842,sports,21,0,0,0
802,image,173,173,56,32,2.64699418,5016,food,1,0,1,0
803,image,215,241,79,27,4.975539155,1893,fashion,23,0,1,1
804,image,280,281,98,8,3.556272648,6557,fashion,10,0,1,0
805,image,227,240,29,11,0.833337082,8225,food,2,1,1,1
806,video,112,369,73,4,4.967744593,5803,food,9,1,0,1
807,video,278,4,17,27,2.335524066,6270,technology,5,0,0,1
808,image,165,83,68,34,1.793311402,6744,sports,5,1,0,1
809,text,240,307,92,4,3.010456326,7520,food,19,0,1,1
810,image,111,360,38,33,1.869384163,4255,technology,20,1,1,1
811,text,276,458,59,45,0.889058782,8511,fashion,1,0,0,1
812,image,56,247,97,33,0.506427544,2711,fashion,23,0,1,0
813,image,204,53,42,12,2.523125088,5791,fashion,9,1,1,0
814,video,141,160,44,38,4.2658854,2693,fashion,22,0,1,1
815,text,263,433,22,41,3.075418335,195,technology,5,1,1,1
816,text,63,421,68,44,4.996432845,9280,sports,22,0,1,0
817,video,248,410,93,47,1.790809905,9404,technology,16,0,1,1
818,video,278,225,5,13,1.762047791,6141,sports,13,0,0,0
819,video,135,14,55,10,1.218872571,5163,fashion,4,0,0,0
820,video,182,223,3,41,1.238286147,8537,food,22,1,0,1
821,text,232,60,92,37,1.783339682,3449,food,16,0,0,1
822,text,179,121,22,3,4.067780204,7744,food,1,1,1,0
823,image,111,276,5,32,4.575905558,6660,sports,8,1,0,0
824,image,268,45,31,6,4.887892264,5347,fashion,11,0,0,1
825,video,,452,17,40,,5456,technology,18,0,0,1
826,video,295,389,14,7,4.465838955,4177,food,21,1,0,0
827,video,279,293,39,36,1.977147902,4998,sports,6,1,1,0
828,image,128,61,95,9,1.00778245,1517,food,8,0,1,0
829,image,198,85,72,42,4.415112165,8946,technology,20,1,0,1
830,image,187,445,73,14,3.362475356,210,fashion,15,1,0,1
831,image,264,209,83,37,1.241289032,8381,technology,19,1,1,1
832,image,107,77,5,14,2.434240659,9054,fashion,10,0,1,0
833,image,169,201,62,4,1.792659627,7491,fashion,11,1,0,0
834,image,216,301,66,28,3.815575559,5232,fashion,14,1,1,1
835,video,182,396,10,18,2.540373038,2604,food,17,1,1,0
836,video,114,222,42,9,4.951759753,9756,technology,18,1,0,0
837,video,62,221,16,11,0.74635242,8389,food,15,0,1,0
838,video,262,2,95,3,2.097568698,5339,technology,14,0,0,0
839,image,267,477,3,30,2.668550752,392,sports,4,1,0,0
840,text,291,5,62,17,2.764100996,1834,sports,10,1,1,1
841,image,286,92,67,15,1.921711201,5220,technology,14,1,1,1
842,text,262,7,80,39,3.781581121,6493,technology,17,0,1,1
843,video,230,427,40,35,4.436361831,2296,technology,12,0,1,1
844,image,131,492,82,24,4.724236859,3566,technology,3,1,1,1
845,video,278,234,4,22,4.122920196,2006,fashion,16,1,1,0
846,image,222,107,31,11,4.327610888,1821,food,3,0,0,0
847,video,209,160,85,33,2.977453853,1916,fashion,15,1,1,0
848,text,213,208,69,35,4.216497019,8544,food,22,1,0,1
849,text,258,239,34,36,1.865767591,4327,food,14,0,1,0
850,text,276,330,21,2,2.293154429,5875,food,13,0,1,0
851,image,290,332,64,8,1.926108562,3949,fashion,11,0,1,0
852,text,237,49,83,17,2.60324301,5328,technology,2,0,1,1
853,image,188,10,21,42,1.785108273,6949,fashion,9,0,1,0
854,text,240,350,10,34,4.82725149,1158,fashion,7,1,0,0
855,text,198,155,76,33,1.907800826,2422,food,5,0,0,1
856,image,101,491,2,40,0.941200421,8478,sports,21,0,0,1
857,image,232,69,8,13,2.870677247,1048,sports,13,0,1,0
858,text,166,168,59,3,0.756945853,8279,fashion,16,0,1,1
859,image,75,271,75,28,0.997444248,4459,food,20,0,1,0
860,text,245,67,86,40,1.487252251,5760,fashion,18,0,0,1
861,image,83,354,13,44,2.589576124,7354,fashion,15,1,0,0
862,video,101,251,96,49,2.449629195,8501,technology,14,0,1,0
863,video,161,47,17,14,4.098613379,2193,food,14,1,0,1
864,video,131,183,72,27,3.827635942,1663,sports,0,1,1,1
865,video,281,319,22,41,2.418432323,8317,sports,23,0,1,1
866,video,276,186,73,15,2.001668934,274,sports,22,0,0,1
867,text,282,89,82,11,1.924109528,1434,fashion,22,1,0,0
868,video,270,445,46,4,3.982977893,421,food,11,1,0,1
869,video,229,331,68,33,0.734325828,5798,technology,9,1,0,0
870,video,206,138,46,41,0.557697423,5704,sports,13,0,1,0
871,video,215,356,86,0,4.079949764,6842,food,9,1,1,0
872,image,91,88,29,38,2.647158692,7536,sports,9,0,0,1
873,text,70,273,24,31,1.088965123,8624,technology,19,0,0,0
874,video,,18,27,25,,5774,food,10,1,0,0
875,video,190,470,97,16,4.696267789,5102,fashion,21,0,0,1
876,video,162,310,24,47,4.36776339,1010,fashion,15,0,1,0
877,text,154,357,73,26,3.694032726,1049,sports,8,1,1,0
878,image,241,373,77,23,2.670013537,5525,sports,14,1,1,0
879,text,66,465,57,34,2.841456318,2614,food,13,0,1,1
880,image,169,153,93,45,4.888600409,7801,technology,18,1,1,0
881,video,186,389,40,41,4.845966997,200,sports,8,0,1,0
882,video,218,259,24,38,1.468710706,4746,food,3,1,1,0
